Cust_ID,Age,State,City Tier,Avg Daily Distance Travells (km),Annual Income Range
Cust_8899,54,West Bengal,Tier 2,59.16,300000-500000
Cust_8900,58,Uttar Pradesh,Tier 1,30.93,300000-500000
Cust_8901,43,Punjab,Tier 3,52.99,300000-500000
Cust_8902,57,Gujarat,Tier 2,6.02,150000-300000
Cust_8903,18,Tamil Nadu,Tier 1,18.8,300000-500000
Cust_8904,34,Uttar Pradesh,Tier 2,28.55,300000-500000
Cust_8905,75,West Bengal,Tier 1,37.48,800000-1200000
Cust_8906,33,Gujarat,Tier 1,54.74,800000-1200000
Cust_8907,27,West Bengal,Tier 2,77.27,300000-500000
Cust_8908,49,Madhya Pradesh,Tier 3,15.73,500000-800000
Cust_8909,56,Uttar Pradesh,Tier 3,24.58,500000-800000
Cust_8910,50,Karnataka,Metro,32,300000-500000
Cust_8911,60,Punjab,Tier 1,39.25,150000-300000
Cust_8912,45,Uttar Pradesh,Tier 3,74.38,500000-800000
Cust_8913,63,Uttar Pradesh,Tier 1,34.9,800000-1200000
Cust_8914,60,Rajasthan,Metro,54.63,500000-800000
Cust_8915,20,West Bengal,Metro,43.05,150000-300000
Cust_8916,56,Karnataka,Tier 2,16.6,300000-500000
Cust_8917,34,Uttar Pradesh,Metro,15.81,500000-800000
Cust_8918,38,Rajasthan,Tier 2,33.69,150000-300000
Cust_8919,30,Uttar Pradesh,Tier 1,60.51,1200000+
Cust_8920,27,Gujarat,Tier 1,32.85,1200000+
Cust_8921,75,Maharashtra,Tier 1,20.78,300000-500000
Cust_8922,77,Punjab,Tier 2,79.26,500000-800000
Cust_8923,57,Punjab,Tier 3,29.15,300000-500000
Cust_8924,31,Tamil Nadu,Tier 2,12.61,800000-1200000
Cust_8925,21,Gujarat,Tier 1,35.67,150000-300000
Cust_8926,49,Maharashtra,Tier 2,39.72,150000-300000
Cust_8927,32,Madhya Pradesh,Tier 1,19.47,300000-500000
Cust_8928,57,Karnataka,Tier 3,16.79,300000-500000
Cust_8929,36,Maharashtra,Tier 3,73.08,800000-1200000
Cust_8930,39,Madhya Pradesh,Tier 1,38.59,150000-300000
Cust_8931,22,Rajasthan,Tier 2,76.73,300000-500000
Cust_8932,51,Gujarat,Metro,13.6,150000-300000
Cust_8933,69,Karnataka,Tier 2,25.18,150000-300000
Cust_8934,44,Uttar Pradesh,Tier 1,15.34,800000-1200000
Cust_8935,56,West Bengal,Tier 1,78.72,300000-500000
Cust_8936,70,Karnataka,Tier 3,28.24,800000-1200000
Cust_8937,77,Madhya Pradesh,Tier 3,47.45,500000-800000
Cust_8938,70,Gujarat,Tier 1,39.63,800000-1200000
Cust_8939,54,Uttar Pradesh,Tier 1,64.35,150000-300000
Cust_8940,55,Rajasthan,Metro,19.64,150000-300000
Cust_8941,65,Madhya Pradesh,Tier 1,64.73,300000-500000
Cust_8942,31,Rajasthan,Tier 1,55.53,300000-500000
Cust_8943,78,Uttar Pradesh,Tier 2,53.32,1200000+
Cust_8944,31,Madhya Pradesh,Tier 2,29.46,800000-1200000
Cust_8945,24,Punjab,Tier 1,47.37,300000-500000
Cust_8946,29,Karnataka,Tier 2,12.14,500000-800000
Cust_8947,78,Rajasthan,Tier 1,22.17,150000-300000
Cust_8948,69,Karnataka,Tier 2,46.7,500000-800000
Cust_8949,23,Karnataka,Tier 2,15.85,150000-300000
Cust_8950,24,West Bengal,Tier 2,8.43,1200000+
Cust_8951,49,Delhi,Tier 1,54.81,150000-300000
Cust_8952,52,Uttar Pradesh,Metro,30.58,300000-500000
Cust_8953,52,Karnataka,Tier 1,22.9,800000-1200000
Cust_8954,35,Rajasthan,Tier 3,45.62,300000-500000
Cust_8955,56,Uttar Pradesh,Tier 2,47.2,150000-300000
Cust_8956,26,Gujarat,Tier 3,17.35,150000-300000
Cust_8957,19,Rajasthan,Metro,29.25,500000-800000
Cust_8958,49,Rajasthan,Metro,5.66,150000-300000
Cust_8959,24,Gujarat,Tier 3,76.68,150000-300000
Cust_8960,33,Delhi,Tier 3,54.26,1200000+
Cust_8961,68,Maharashtra,Tier 2,69.31,150000-300000
Cust_8962,35,West Bengal,Tier 3,24.55,300000-500000
Cust_8963,19,Madhya Pradesh,Tier 1,39.91,150000-300000
Cust_8964,51,Madhya Pradesh,Tier 1,9.11,1200000+
Cust_8965,39,Rajasthan,Tier 1,26.27,800000-1200000
Cust_8966,58,Punjab,Metro,38.45,150000-300000
Cust_8967,62,Uttar Pradesh,Tier 1,71.53,500000-800000
Cust_8968,42,Rajasthan,Tier 3,57.32,150000-300000
Cust_8969,20,Maharashtra,Metro,5.76,150000-300000
Cust_8970,49,Madhya Pradesh,Tier 3,24.54,300000-500000
Cust_8971,25,Punjab,Metro,7.34,500000-800000
Cust_8972,44,Madhya Pradesh,Tier 1,41.95,300000-500000
Cust_8973,62,Tamil Nadu,Tier 2,60.32,150000-300000
Cust_8974,51,West Bengal,Metro,62.01,500000-800000
Cust_8975,20,Punjab,Tier 3,5.58,300000-500000
Cust_8976,64,Punjab,Metro,74,300000-500000
Cust_8977,27,West Bengal,Tier 2,65.2,150000-300000
Cust_8978,29,West Bengal,Tier 2,30.84,150000-300000
Cust_8979,75,Gujarat,Tier 2,14.89,1200000+
Cust_8980,63,Tamil Nadu,Tier 1,6.1,500000-800000
Cust_8981,48,Madhya Pradesh,Tier 1,75.85,300000-500000
Cust_8982,20,Tamil Nadu,Metro,48.12,800000-1200000
Cust_8983,40,Tamil Nadu,Metro,67.17,300000-500000
Cust_8984,32,Delhi,Tier 3,42.98,300000-500000
Cust_8985,40,Punjab,Metro,47.1,150000-300000
Cust_8986,39,Gujarat,Metro,29.22,150000-300000
Cust_8987,50,Uttar Pradesh,Tier 3,36.48,500000-800000
Cust_8988,53,Madhya Pradesh,Metro,27.96,150000-300000
Cust_8989,57,Karnataka,Metro,54.95,150000-300000
Cust_8990,64,Punjab,Tier 2,40.66,500000-800000
Cust_8991,37,Delhi,Metro,64.43,800000-1200000
Cust_8992,62,Punjab,Metro,21.31,800000-1200000
Cust_8993,68,Karnataka,Metro,74.6,500000-800000
Cust_8994,37,Madhya Pradesh,Tier 3,66.34,500000-800000
Cust_8995,65,Uttar Pradesh,Metro,6.71,150000-300000
Cust_8996,71,West Bengal,Metro,78.18,300000-500000
Cust_8997,32,Delhi,Metro,34.68,500000-800000
Cust_8998,19,Tamil Nadu,Tier 2,9.67,800000-1200000
Cust_8999,45,Uttar Pradesh,Tier 1,11.79,300000-500000
Cust_9000,35,Rajasthan,Metro,40.71,500000-800000
Cust_9001,42,Tamil Nadu,Tier 2,7.63,800000-1200000
Cust_9002,63,Delhi,Metro,15.69,1200000+
Cust_9003,79,Maharashtra,Metro,30.78,800000-1200000
Cust_9004,74,Karnataka,Metro,28.99,500000-800000
Cust_9005,28,Maharashtra,Tier 2,16.22,150000-300000
Cust_9006,35,Madhya Pradesh,Tier 2,17.03,300000-500000
Cust_9007,65,Madhya Pradesh,Tier 1,10.67,150000-300000
Cust_9008,77,Madhya Pradesh,Tier 2,60.85,500000-800000
Cust_9009,31,Karnataka,Metro,35.25,800000-1200000
Cust_9010,77,West Bengal,Tier 2,54.4,300000-500000
Cust_9011,63,Gujarat,Metro,66.33,500000-800000
Cust_9012,29,Maharashtra,Metro,31.7,300000-500000
Cust_9013,33,Karnataka,Tier 1,25.82,150000-300000
Cust_9014,18,Karnataka,Tier 1,43.69,150000-300000
Cust_9015,80,Karnataka,Tier 2,5.55,500000-800000
Cust_9016,59,West Bengal,Tier 3,57.19,300000-500000
Cust_9017,49,Punjab,Metro,11.95,500000-800000
Cust_9018,39,Uttar Pradesh,Metro,61.84,500000-800000
Cust_9019,56,West Bengal,Metro,38.77,150000-300000
Cust_9020,58,Maharashtra,Tier 1,31.7,150000-300000
Cust_9021,75,Madhya Pradesh,Tier 2,38.7,150000-300000
Cust_9022,45,Tamil Nadu,Metro,15.31,500000-800000
Cust_9023,54,West Bengal,Tier 2,29.11,1200000+
Cust_9024,34,West Bengal,Metro,59.55,1200000+
Cust_9025,75,Madhya Pradesh,Tier 1,58.27,500000-800000
Cust_9026,27,Uttar Pradesh,Tier 2,27.32,1200000+
Cust_9027,34,Punjab,Tier 3,5.77,150000-300000
Cust_9028,71,Madhya Pradesh,Tier 3,22.42,150000-300000
Cust_9029,20,Rajasthan,Tier 1,40.48,150000-300000
Cust_9030,31,Gujarat,Tier 1,13.1,1200000+
Cust_9031,39,Delhi,Tier 2,72.16,300000-500000
Cust_9032,34,Tamil Nadu,Tier 2,5.59,300000-500000
Cust_9033,20,Maharashtra,Metro,15.5,150000-300000
Cust_9034,33,Tamil Nadu,Metro,12.47,300000-500000
Cust_9035,28,Rajasthan,Tier 2,73.18,1200000+
Cust_9036,28,Rajasthan,Tier 2,79.91,150000-300000
Cust_9037,65,Punjab,Metro,26.93,1200000+
Cust_9038,47,Delhi,Metro,53.83,300000-500000
Cust_9039,41,Rajasthan,Tier 3,56.48,800000-1200000
Cust_9040,42,Gujarat,Tier 3,21.34,300000-500000
Cust_9041,30,Uttar Pradesh,Tier 3,25.67,1200000+
Cust_9042,21,Gujarat,Tier 3,77.16,150000-300000
Cust_9043,67,Karnataka,Tier 1,56.45,150000-300000
Cust_9044,75,West Bengal,Tier 2,18.83,800000-1200000
Cust_9045,51,Uttar Pradesh,Tier 2,69.54,500000-800000
Cust_9046,27,Gujarat,Tier 2,25,300000-500000
Cust_9047,78,Madhya Pradesh,Tier 2,13.7,500000-800000
Cust_9048,64,West Bengal,Tier 2,47.72,500000-800000
Cust_9049,72,Madhya Pradesh,Tier 2,9.24,300000-500000
Cust_9050,57,Tamil Nadu,Metro,60.37,150000-300000
Cust_9051,32,Delhi,Tier 3,29.37,800000-1200000
Cust_9052,54,Uttar Pradesh,Tier 2,20.09,150000-300000
Cust_9053,33,Gujarat,Tier 1,14.19,150000-300000
Cust_9054,58,Delhi,Tier 1,79.55,300000-500000
Cust_9055,59,Gujarat,Tier 3,62.21,150000-300000
Cust_9056,65,West Bengal,Metro,70.16,1200000+
Cust_9057,50,Karnataka,Tier 1,28.85,150000-300000
Cust_9058,20,Maharashtra,Tier 2,5.45,300000-500000
Cust_9059,21,Gujarat,Tier 2,41.31,150000-300000
Cust_9060,34,Punjab,Metro,78.86,150000-300000
Cust_9061,30,Karnataka,Tier 1,9.28,150000-300000
Cust_9062,31,West Bengal,Tier 3,18.72,150000-300000
Cust_9063,75,Rajasthan,Tier 3,77.98,500000-800000
Cust_9064,52,Punjab,Tier 3,76.13,800000-1200000
Cust_9065,32,Rajasthan,Tier 2,30.26,1200000+
Cust_9066,46,Rajasthan,Metro,53.21,300000-500000
Cust_9067,71,Gujarat,Tier 1,8.71,300000-500000
Cust_9068,60,Tamil Nadu,Metro,18.56,150000-300000
Cust_9069,22,Uttar Pradesh,Metro,50.99,300000-500000
Cust_9070,58,Karnataka,Tier 3,9.69,500000-800000
Cust_9071,52,West Bengal,Tier 2,24.67,500000-800000
Cust_9072,31,Gujarat,Tier 1,58.08,150000-300000
Cust_9073,31,Delhi,Tier 1,79.71,300000-500000
Cust_9074,52,Madhya Pradesh,Tier 2,40.93,150000-300000
Cust_9075,43,Maharashtra,Tier 3,36.86,300000-500000
Cust_9076,25,Rajasthan,Tier 1,25.89,800000-1200000
Cust_9077,65,Gujarat,Tier 2,35.53,800000-1200000
Cust_9078,32,Punjab,Tier 3,29.62,150000-300000
Cust_9079,44,Gujarat,Tier 3,60.16,150000-300000
Cust_9080,66,Delhi,Tier 1,32.82,500000-800000
Cust_9081,31,Madhya Pradesh,Tier 1,25.51,800000-1200000
Cust_9082,22,Madhya Pradesh,Tier 2,13.96,150000-300000
Cust_9083,39,West Bengal,Tier 1,28.4,500000-800000
Cust_9084,43,Madhya Pradesh,Tier 3,10.98,300000-500000
Cust_9085,29,Madhya Pradesh,Metro,62.14,150000-300000
Cust_9086,54,Rajasthan,Tier 3,34.59,300000-500000
Cust_9087,31,Gujarat,Metro,74.25,800000-1200000
Cust_9088,69,Punjab,Metro,68.48,500000-800000
Cust_9089,32,Rajasthan,Tier 3,10.39,150000-300000
Cust_9090,56,Tamil Nadu,Metro,71.86,300000-500000
Cust_9091,42,Uttar Pradesh,Tier 3,65.77,300000-500000
Cust_9092,26,Delhi,Tier 3,62.74,300000-500000
Cust_9093,50,Tamil Nadu,Metro,48,300000-500000
Cust_9094,26,Madhya Pradesh,Metro,67.57,150000-300000
Cust_9095,69,Tamil Nadu,Tier 1,71.33,300000-500000
Cust_9096,46,Maharashtra,Tier 1,75.65,150000-300000
Cust_9097,79,Karnataka,Tier 3,7.78,300000-500000
Cust_9098,31,Rajasthan,Metro,9.27,500000-800000
Cust_9099,64,Delhi,Metro,59.7,300000-500000
Cust_9100,59,West Bengal,Tier 1,59.82,150000-300000
Cust_9101,27,Madhya Pradesh,Tier 3,74,1200000+
Cust_9102,18,Rajasthan,Tier 2,31.1,300000-500000
Cust_9103,23,Karnataka,Metro,24.63,300000-500000
Cust_9104,53,West Bengal,Metro,74.69,500000-800000
Cust_9105,32,Delhi,Tier 2,72.01,300000-500000
Cust_9106,67,West Bengal,Tier 3,34.19,500000-800000
Cust_9107,25,Delhi,Tier 1,10.57,800000-1200000
Cust_9108,47,Punjab,Tier 1,8.01,150000-300000
Cust_9109,31,Rajasthan,Tier 2,68.16,1200000+
Cust_9110,23,Madhya Pradesh,Tier 3,6.84,1200000+
Cust_9111,29,West Bengal,Tier 3,65.26,300000-500000
Cust_9112,80,Gujarat,Tier 2,16.93,500000-800000
Cust_9113,69,Maharashtra,Tier 2,32.6,300000-500000
Cust_9114,64,Rajasthan,Metro,23.11,300000-500000
Cust_9115,79,Gujarat,Tier 2,44.14,150000-300000
Cust_9116,51,Maharashtra,Tier 3,51.85,500000-800000
Cust_9117,56,Maharashtra,Tier 2,57.7,800000-1200000
Cust_9118,79,Punjab,Tier 3,26.64,150000-300000
Cust_9119,78,Rajasthan,Tier 3,72.54,300000-500000
Cust_9120,52,Tamil Nadu,Tier 3,38.65,300000-500000
Cust_9121,52,Rajasthan,Metro,75.91,150000-300000
Cust_9122,35,Delhi,Tier 1,59.26,800000-1200000
Cust_9123,39,Rajasthan,Tier 3,38.98,150000-300000
Cust_9124,67,Gujarat,Tier 3,7.74,500000-800000
Cust_9125,65,Gujarat,Tier 1,25.61,300000-500000
Cust_9126,18,Uttar Pradesh,Tier 1,43.37,1200000+
Cust_9127,25,Delhi,Tier 2,34.51,300000-500000
Cust_9128,45,Gujarat,Tier 3,24.9,300000-500000
Cust_9129,64,Tamil Nadu,Tier 3,10.16,800000-1200000
Cust_9130,68,Tamil Nadu,Tier 3,34.38,300000-500000
Cust_9131,19,Rajasthan,Tier 3,36.16,500000-800000
Cust_9132,56,Delhi,Tier 1,37.9,500000-800000
Cust_9133,51,Uttar Pradesh,Tier 2,41.68,150000-300000
Cust_9134,54,Punjab,Tier 3,76.44,150000-300000
Cust_9135,79,Rajasthan,Tier 2,34.1,800000-1200000
Cust_9136,37,Madhya Pradesh,Tier 2,16.12,150000-300000
Cust_9137,40,Madhya Pradesh,Tier 1,31.8,300000-500000
Cust_9138,36,Karnataka,Metro,24.95,150000-300000
Cust_9139,62,West Bengal,Tier 3,44.7,300000-500000
Cust_9140,54,Gujarat,Tier 3,17.97,800000-1200000
Cust_9141,30,Rajasthan,Tier 2,25.98,300000-500000
Cust_9142,36,Maharashtra,Metro,29.74,300000-500000
Cust_9143,65,Maharashtra,Tier 2,57.24,500000-800000
Cust_9144,19,Gujarat,Tier 1,41.92,300000-500000
Cust_9145,52,Delhi,Tier 1,38.61,300000-500000
Cust_9146,42,Uttar Pradesh,Tier 2,57.73,800000-1200000
Cust_9147,32,Tamil Nadu,Tier 2,42.31,1200000+
Cust_9148,25,Tamil Nadu,Tier 1,34.63,500000-800000
Cust_9149,45,Karnataka,Tier 1,27.34,150000-300000
Cust_9150,53,Punjab,Tier 3,8.29,800000-1200000
Cust_9151,57,Madhya Pradesh,Tier 2,60.79,150000-300000
Cust_9152,78,Delhi,Metro,37.2,800000-1200000
Cust_9153,32,West Bengal,Metro,65.73,500000-800000
Cust_9154,54,Gujarat,Metro,73.68,150000-300000
Cust_9155,55,Madhya Pradesh,Tier 2,31.23,150000-300000
Cust_9156,29,Maharashtra,Tier 3,21.25,500000-800000
Cust_9157,42,Maharashtra,Tier 3,61.9,800000-1200000
Cust_9158,80,Punjab,Tier 1,79.79,300000-500000
Cust_9159,77,Punjab,Tier 1,75.54,800000-1200000
Cust_9160,47,Delhi,Tier 1,27.59,500000-800000
Cust_9161,35,West Bengal,Tier 2,39.38,500000-800000
Cust_9162,35,West Bengal,Tier 2,53.08,1200000+
Cust_9163,47,Delhi,Tier 1,71.92,500000-800000
Cust_9164,62,Karnataka,Tier 2,76.15,300000-500000
Cust_9165,76,Karnataka,Tier 2,13.33,300000-500000
Cust_9166,29,Uttar Pradesh,Tier 1,29.18,300000-500000
Cust_9167,31,Maharashtra,Tier 3,13.3,150000-300000
Cust_9168,65,Uttar Pradesh,Tier 1,39.46,500000-800000
Cust_9169,40,Madhya Pradesh,Tier 2,76.86,150000-300000
Cust_9170,75,Punjab,Tier 3,11.66,150000-300000
Cust_9171,65,Karnataka,Tier 2,19.41,300000-500000
Cust_9172,62,Delhi,Tier 2,37.15,150000-300000
Cust_9173,78,Tamil Nadu,Tier 3,78.01,500000-800000
Cust_9174,71,Rajasthan,Tier 1,18.12,300000-500000
Cust_9175,21,Gujarat,Metro,29.86,800000-1200000
Cust_9176,51,Tamil Nadu,Tier 3,67.83,150000-300000
Cust_9177,55,Karnataka,Tier 1,23.43,500000-800000
Cust_9178,43,Madhya Pradesh,Metro,34.5,150000-300000
Cust_9179,69,Tamil Nadu,Metro,61.05,150000-300000
Cust_9180,22,Tamil Nadu,Tier 2,57.64,800000-1200000
Cust_9181,35,Uttar Pradesh,Metro,49.07,800000-1200000
Cust_9182,26,Uttar Pradesh,Tier 3,7.05,150000-300000
Cust_9183,66,Punjab,Tier 2,75.35,300000-500000
Cust_9184,70,Uttar Pradesh,Tier 2,25.06,300000-500000
Cust_9185,31,Gujarat,Tier 3,59.07,150000-300000
Cust_9186,50,Uttar Pradesh,Tier 3,23.48,500000-800000
Cust_9187,79,West Bengal,Metro,38.72,1200000+
Cust_9188,20,Karnataka,Tier 3,15.86,150000-300000
Cust_9189,41,Gujarat,Metro,11.53,500000-800000
Cust_9190,69,West Bengal,Tier 3,61.07,150000-300000
Cust_9191,33,Uttar Pradesh,Metro,47.76,300000-500000
Cust_9192,77,Gujarat,Tier 2,73.04,300000-500000
Cust_9193,72,Punjab,Tier 1,58.79,1200000+
Cust_9194,21,Uttar Pradesh,Tier 3,66.63,800000-1200000
Cust_9195,34,Delhi,Tier 2,6.57,150000-300000
Cust_9196,70,Punjab,Tier 2,70.5,150000-300000
Cust_9197,60,Uttar Pradesh,Metro,68.37,300000-500000
Cust_9198,35,Madhya Pradesh,Tier 2,77.57,150000-300000
Cust_9199,67,West Bengal,Tier 3,22.88,300000-500000
Cust_9200,80,Delhi,Tier 3,76.5,500000-800000
Cust_9201,31,Delhi,Tier 1,45.4,300000-500000
Cust_9202,46,Uttar Pradesh,Tier 2,48.01,300000-500000
Cust_9203,42,Punjab,Tier 1,17.74,500000-800000
Cust_9204,47,Madhya Pradesh,Tier 1,67.68,800000-1200000
Cust_9205,24,Rajasthan,Tier 2,74.06,300000-500000
Cust_9206,35,West Bengal,Metro,76.25,800000-1200000
Cust_9207,66,Maharashtra,Tier 1,54.13,500000-800000
Cust_9208,29,Gujarat,Tier 1,25.95,150000-300000
Cust_9209,20,Rajasthan,Tier 1,54.59,500000-800000
Cust_9210,68,West Bengal,Tier 1,52.63,150000-300000
Cust_9211,74,West Bengal,Tier 1,10.74,150000-300000
Cust_9212,61,Gujarat,Tier 1,65.36,300000-500000
Cust_9213,38,Madhya Pradesh,Tier 3,23.4,300000-500000
Cust_9214,45,Delhi,Metro,29.88,500000-800000
Cust_9215,31,Tamil Nadu,Metro,28.08,500000-800000
Cust_9216,24,Delhi,Tier 3,18.47,300000-500000
Cust_9217,78,Punjab,Tier 1,42.93,300000-500000
Cust_9218,58,Karnataka,Tier 2,56.03,150000-300000
Cust_9219,32,Gujarat,Tier 3,15.56,300000-500000
Cust_9220,49,Gujarat,Tier 3,23.73,150000-300000
Cust_9221,59,Punjab,Tier 2,66.91,800000-1200000
Cust_9222,72,Maharashtra,Tier 3,15.76,150000-300000
Cust_9223,58,Madhya Pradesh,Tier 2,27.17,150000-300000
Cust_9224,28,Punjab,Tier 2,63.62,300000-500000
Cust_9225,33,Punjab,Metro,56.69,300000-500000
Cust_9226,78,Gujarat,Tier 3,34.78,300000-500000
Cust_9227,48,Rajasthan,Tier 2,30.1,1200000+
Cust_9228,21,Maharashtra,Metro,47.83,500000-800000
Cust_9229,40,Madhya Pradesh,Tier 1,73.22,800000-1200000
Cust_9230,63,Karnataka,Tier 3,22.58,1200000+
Cust_9231,42,Uttar Pradesh,Tier 3,22.27,500000-800000
Cust_9232,71,Madhya Pradesh,Tier 1,13.99,800000-1200000
Cust_9233,35,Delhi,Tier 2,77.15,500000-800000
Cust_9234,71,Maharashtra,Tier 1,61.5,150000-300000
Cust_9235,69,Tamil Nadu,Metro,58.93,300000-500000
Cust_9236,60,Karnataka,Tier 3,54.87,1200000+
Cust_9237,41,Uttar Pradesh,Metro,62.55,300000-500000
Cust_9238,40,Rajasthan,Tier 3,51.11,300000-500000
Cust_9239,27,Maharashtra,Tier 1,71.4,500000-800000
Cust_9240,77,Delhi,Tier 1,21.61,150000-300000
Cust_9241,77,Gujarat,Tier 2,31.46,500000-800000
Cust_9242,62,Madhya Pradesh,Tier 1,44.81,300000-500000
Cust_9243,21,Tamil Nadu,Tier 1,23.69,500000-800000
Cust_9244,38,West Bengal,Tier 1,41.19,300000-500000
Cust_9245,79,Delhi,Tier 2,73.14,300000-500000
Cust_9246,32,Madhya Pradesh,Tier 2,39.29,150000-300000
Cust_9247,23,Gujarat,Tier 2,57.25,500000-800000
Cust_9248,70,Uttar Pradesh,Tier 2,74.75,300000-500000
Cust_9249,50,Tamil Nadu,Tier 2,20.86,500000-800000
Cust_9250,64,Delhi,Tier 3,6.85,150000-300000
Cust_9251,30,Madhya Pradesh,Metro,54.49,1200000+
Cust_9252,61,Maharashtra,Tier 1,14.72,150000-300000
Cust_9253,61,Madhya Pradesh,Tier 3,38.79,1200000+
Cust_9254,61,Madhya Pradesh,Tier 1,74.91,500000-800000
Cust_9255,38,West Bengal,Tier 2,19.45,150000-300000
Cust_9256,57,Maharashtra,Metro,7.48,150000-300000
Cust_9257,28,Tamil Nadu,Tier 1,78.43,500000-800000
Cust_9258,75,Tamil Nadu,Tier 3,71.26,300000-500000
Cust_9259,25,Tamil Nadu,Tier 2,77.39,300000-500000
Cust_9260,80,Delhi,Tier 1,9.05,150000-300000
Cust_9261,74,Maharashtra,Metro,62.98,500000-800000
Cust_9262,34,Maharashtra,Tier 3,36.3,150000-300000
Cust_9263,73,West Bengal,Tier 2,12.06,300000-500000
Cust_9264,42,Madhya Pradesh,Tier 1,70.77,800000-1200000
Cust_9265,61,Rajasthan,Tier 3,32.22,300000-500000
Cust_9266,54,Maharashtra,Tier 3,9.58,500000-800000
Cust_9267,21,Gujarat,Tier 1,9.17,150000-300000
Cust_9268,25,Karnataka,Tier 3,52.02,800000-1200000
Cust_9269,18,Tamil Nadu,Tier 1,79.61,300000-500000
Cust_9270,57,Gujarat,Tier 1,42.3,800000-1200000
Cust_9271,33,Uttar Pradesh,Tier 2,5.61,300000-500000
Cust_9272,22,Madhya Pradesh,Tier 1,50.85,150000-300000
Cust_9273,51,Tamil Nadu,Metro,16.56,300000-500000
Cust_9274,37,Tamil Nadu,Tier 3,53.38,500000-800000
Cust_9275,21,Uttar Pradesh,Tier 2,58.76,300000-500000
Cust_9276,42,Gujarat,Metro,72.68,300000-500000
Cust_9277,65,Uttar Pradesh,Metro,59.9,1200000+
Cust_9278,70,West Bengal,Metro,14.26,800000-1200000
Cust_9279,80,Tamil Nadu,Metro,28.16,300000-500000
Cust_9280,75,Madhya Pradesh,Metro,57.81,300000-500000
Cust_9281,30,Uttar Pradesh,Metro,11.92,300000-500000
Cust_9282,59,Gujarat,Tier 1,66.99,1200000+
Cust_9283,47,West Bengal,Tier 2,54.39,300000-500000
Cust_9284,57,Tamil Nadu,Tier 2,35.89,300000-500000
Cust_9285,60,Maharashtra,Tier 2,34.03,300000-500000
Cust_9286,78,Karnataka,Tier 2,8.69,150000-300000
Cust_9287,29,West Bengal,Tier 1,79.29,300000-500000
Cust_9288,56,Karnataka,Tier 2,67.44,150000-300000
Cust_9289,35,Punjab,Metro,28.08,800000-1200000
Cust_9290,22,West Bengal,Tier 3,61.98,150000-300000
Cust_9291,34,Rajasthan,Tier 2,64.87,300000-500000
Cust_9292,37,Karnataka,Metro,6.64,500000-800000
Cust_9293,40,Rajasthan,Tier 3,56.14,1200000+
Cust_9294,78,Tamil Nadu,Tier 3,78.58,500000-800000
Cust_9295,26,West Bengal,Tier 1,68.75,800000-1200000
Cust_9296,40,Punjab,Metro,36.92,150000-300000
Cust_9297,52,West Bengal,Tier 1,33,150000-300000
Cust_9298,19,Punjab,Tier 3,12.47,500000-800000
Cust_9299,38,West Bengal,Metro,56.86,500000-800000
Cust_9300,65,Karnataka,Tier 1,49.32,300000-500000
Cust_9301,33,Maharashtra,Metro,44.55,150000-300000
Cust_9302,18,Madhya Pradesh,Tier 1,60.7,800000-1200000
Cust_9303,78,Maharashtra,Metro,26.85,300000-500000
Cust_9304,36,Uttar Pradesh,Tier 3,69.26,300000-500000
Cust_9305,44,Madhya Pradesh,Metro,61.7,300000-500000
Cust_9306,57,Punjab,Tier 1,12.31,300000-500000
Cust_9307,27,Tamil Nadu,Tier 3,30.98,1200000+
Cust_9308,74,Tamil Nadu,Tier 3,62.16,150000-300000
Cust_9309,51,Delhi,Tier 1,14.34,150000-300000
Cust_9310,35,Karnataka,Tier 3,8,500000-800000
Cust_9311,65,Maharashtra,Tier 3,77.71,500000-800000
Cust_9312,79,Madhya Pradesh,Metro,6.02,300000-500000
Cust_9313,39,Tamil Nadu,Tier 2,13.31,500000-800000
Cust_9314,20,Punjab,Tier 2,79.63,1200000+
Cust_9315,38,Punjab,Tier 1,65.18,500000-800000
Cust_9316,49,Uttar Pradesh,Tier 1,57.84,150000-300000
Cust_9317,37,Rajasthan,Metro,41.18,500000-800000
Cust_9318,43,Rajasthan,Metro,50.49,800000-1200000
Cust_9319,51,Punjab,Tier 2,51.45,300000-500000
Cust_9320,80,Gujarat,Tier 1,26.74,300000-500000
Cust_9321,18,Delhi,Tier 3,33.47,300000-500000
Cust_9322,28,Karnataka,Tier 2,16.66,300000-500000
Cust_9323,35,Madhya Pradesh,Tier 3,46.04,300000-500000
Cust_9324,32,Tamil Nadu,Metro,24.91,150000-300000
Cust_9325,47,Punjab,Metro,36.99,150000-300000
Cust_9326,67,Rajasthan,Tier 2,7.95,1200000+
Cust_9327,39,West Bengal,Tier 2,77.51,150000-300000
Cust_9328,47,Gujarat,Metro,13.41,500000-800000
Cust_9329,80,Karnataka,Tier 3,47.86,150000-300000
Cust_9330,18,Madhya Pradesh,Tier 1,31.32,150000-300000
Cust_9331,29,West Bengal,Tier 3,64.65,150000-300000
Cust_9332,34,Rajasthan,Metro,45.89,300000-500000
Cust_9333,38,Punjab,Metro,35.31,150000-300000
Cust_9334,77,Maharashtra,Tier 3,60.73,1200000+
Cust_9335,30,Uttar Pradesh,Tier 1,10.06,300000-500000
Cust_9336,22,Rajasthan,Tier 3,65.34,800000-1200000
Cust_9337,38,Rajasthan,Metro,46.53,150000-300000
